"","NGenes","Direction","PValue","FDR"
"REACTOME_SIGNALING_BY_MST1",5,"Down",0.575186159805273,0.79635332306674
"REACTOME_APOPTOSIS",102,"Up",0.575394214315813,0.79635332306674
"REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY",6,"Up",0.576182829890528,0.79635332306674
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",74,"Up",0.577867474469425,0.79635332306674
"REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS",20,"Down",0.577977271602997,0.79635332306674
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",12,"Down",0.578470973367712,0.79635332306674
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",42,"Down",0.579021838484781,0.79635332306674
"REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",7,"Down",0.581106447280538,0.797887728218715
"REACTOME_SMOOTH_MUSCLE_CONTRACTION",34,"Up",0.581726909418426,0.797887728218715
"REACTOME_ORGANIC_ANION_TRANSPORTERS",10,"Up",0.585421222533312,0.801859355284373
"REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",12,"Down",0.589310448165066,0.805517219218671
"REACTOME_RECEPTOR_MEDIATED_MITOPHAGY",11,"Up",0.590109548421913,0.805517219218671
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2",17,"Up",0.59049867863042,0.805517219218671
"REACTOME_NEURONAL_SYSTEM",334,"Down",0.593776025806861,0.808644012058858
"REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS",6,"Down",0.594401674202626,0.808644012058858
"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM",35,"Up",0.595808897530856,0.809461614507414
"REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING",11,"Down",0.597706560011017,0.809816926815632
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",39,"Up",0.598369384758851,0.809816926815632
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS",30,"Down",0.598490198901593,0.809816926815632
"REACTOME_HS_GAG_DEGRADATION",23,"Down",0.599861056904842,0.810579409330365
"REACTOME_CLEAVAGE_OF_THE_DAMAGED_PYRIMIDINE",8,"Down",0.602083594739264,0.811639869406466
"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE",39,"Up",0.602262652099419,0.811639869406466
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS",22,"Down",0.603492168375873,0.812206618028655
"REACTOME_GLYCOPROTEIN_HORMONES",9,"Down",0.605602476927437,0.813955671800732
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",39,"Down",0.608446126346963,0.814709129911165
"REACTOME_CRMPS_IN_SEMA3A_SIGNALING",15,"Down",0.608482897128546,0.814709129911165
"REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION",13,"Down",0.608686937976989,0.814709129911165
"REACTOME_SPERM_MOTILITY_AND_TAXES",9,"Up",0.609408920879766,0.814709129911165
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3",613,"Up",0.613597562174055,0.819218021838765
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",350,"Up",0.618350776299784,0.823419346651668
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",34,"Up",0.618384648780237,0.823419346651668
"REACTOME_THE_FATTY_ACID_CYCLING_MODEL",5,"Down",0.621658705391739,0.825924623781538
"REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY",9,"Up",0.621911370098449,0.825924623781538
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION",21,"Up",0.624522711555984,0.82686040664553
"REACTOME_NEUROTRANSMITTER_CLEARANCE",8,"Up",0.625052453323781,0.82686040664553
"REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION",6,"Down",0.625086701836611,0.82686040664553
"REACTOME_DSCAM_INTERACTIONS",9,"Up",0.627574643743662,0.826947937981162
"REACTOME_RHOV_GTPASE_CYCLE",36,"Up",0.627678370258081,0.826947937981162
"REACTOME_CLEC7A_DECTIN_1_SIGNALING",91,"Down",0.628345544020888,0.826947937981162
"REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1",22,"Down",0.629109015679087,0.826947937981162
"REACTOME_BETA_DEFENSINS",17,"Down",0.629271140057378,0.826947937981162
"REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION",8,"Up",0.631779429141559,0.829158884781863
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",186,"Up",0.63362512936378,0.829197173454193
"REACTOME_SEROTONIN_RECEPTORS",11,"Up",0.634280901334194,0.829197173454193
"REACTOME_REGULATION_OF_SIGNALING_BY_CBL",21,"Down",0.634286284076514,0.829197173454193
"REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO",10,"Up",0.638309873281685,0.831744237435695
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE",14,"Up",0.638353259311466,0.831744237435695
"REACTOME_SYNTHESIS_OF_PI",5,"Up",0.638719927353507,0.831744237435695
"REACTOME_RECYCLING_OF_EIF2_GDP",8,"Down",0.641254962562666,0.833963707788752
"REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX",32,"Down",0.642106763796839,0.833991191270409
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES",293,"Up",0.643026167823857,0.834106295213375
"REACTOME_ARACHIDONIC_ACID_METABOLISM",51,"Up",0.647579768406197,0.837659502853014
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",6,"Up",0.647947060105265,0.837659502853014
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",73,"Down",0.648268360275689,0.837659502853014
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL",28,"Up",0.649114046431256,0.837674167888151
"REACTOME_INFLAMMASOMES",14,"Down",0.655517033965268,0.844851222209409
"REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",5,"Down",0.657224029234161,0.845305931446826
"REACTOME_MET_RECEPTOR_RECYCLING",10,"Up",0.657788073811965,0.845305931446826
"REACTOME_IRON_UPTAKE_AND_TRANSPORT",55,"Up",0.659338059260714,0.845305931446826
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS",31,"Down",0.659420305911851,0.845305931446826
"REACTOME_LGI_ADAM_INTERACTIONS",14,"Down",0.660079532125808,0.845305931446826
"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",38,"Up",0.661986903442879,0.845401653615356
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS",10,"Up",0.662584184828688,0.845401653615356
"REACTOME_GPER1_SIGNALING",28,"Up",0.662680379875782,0.845401653615356
"REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX",16,"Down",0.663653406816166,0.845454257521136
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION",37,"Down",0.664405786040016,0.845454257521136
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",102,"Up",0.665455073360383,0.845717586903575
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",81,"Down",0.668905873529393,0.84838020073722
"REACTOME_NEUREXINS_AND_NEUROLIGINS",31,"Up",0.670264927758592,0.84838020073722
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",65,"Down",0.670453192187794,0.84838020073722
"REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING",21,"Up",0.670930158750351,0.84838020073722
"REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING",5,"Down",0.672379741216977,0.848661511997824
"REACTOME_SENSORY_PERCEPTION_OF_TASTE",25,"Up",0.67437497847253,0.848661511997824
"REACTOME_SIGNALING_BY_NTRK2_TRKB",9,"Up",0.675250693280892,0.848661511997824
"REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION",12,"Up",0.675880692794027,0.848661511997824
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",10,"Up",0.676135682768935,0.848661511997824
"REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS",11,"Up",0.676925316876918,0.848661511997824
"REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING",10,"Up",0.6770695927393,0.848661511997824
"REACTOME_PLASMA_LIPOPROTEIN_REMODELING",26,"Down",0.679879577722454,0.851066176188117
"REACTOME_CHYLOMICRON_CLEARANCE",5,"Up",0.681485561859256,0.851066176188117
"REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION",8,"Up",0.682265592606155,0.851066176188117
"REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE",5,"Up",0.682687086721888,0.851066176188117
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE",62,"Up",0.683473769490931,0.851066176188117
"REACTOME_RHO_GTPASES_ACTIVATE_CIT",7,"Up",0.684074107752799,0.851066176188117
"REACTOME_DECTIN_2_FAMILY",8,"Up",0.687286232173757,0.853087725677861
"REACTOME_SIGNAL_TRANSDUCTION_BY_L1",19,"Up",0.688167814181642,0.853087725677861
"REACTOME_CGMP_EFFECTS",10,"Down",0.689111763310114,0.853087725677861
"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT",92,"Down",0.689385107211613,0.853087725677861
"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES",32,"Down",0.689947443476517,0.853087725677861
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS",9,"Down",0.691418884761209,0.853702543648963
"REACTOME_SYNTHESIS_OF_PC",26,"Down",0.692145289372765,0.853702543648963
"REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES",20,"Down",0.699940114084297,0.861490017893158
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA",17,"Down",0.700175153984877,0.861490017893158
"REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES",7,"Down",0.70182934770874,0.861775163328708
"REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE",11,"Up",0.702123589245899,0.861775163328708
"REACTOME_SODIUM_CALCIUM_EXCHANGERS",13,"Up",0.703737671793966,0.862701614751089
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",228,"Down",0.705473667020101,0.862906615728558
"REACTOME_ION_HOMEOSTASIS",52,"Down",0.705683431167919,0.862906615728558
"REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION",18,"Up",0.706483304909238,0.862906615728558
"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING",26,"Down",0.708018355205453,0.863730775973603
"REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING",6,"Down",0.708961466653766,0.863831689951919
"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS",14,"Up",0.712240408453977,0.866526943303234
"REACTOME_METABOLISM_OF_PROTEINS",1608,"Down",0.713750085296711,0.866526943303234
"REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS",17,"Up",0.71591473857423,0.866526943303234
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT",144,"Down",0.717214960391504,0.866526943303234
"REACTOME_MIRO_GTPASE_CYCLE",7,"Up",0.717455253674334,0.866526943303234
"REACTOME_EPHRIN_SIGNALING",18,"Down",0.717689953654283,0.866526943303234
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE",38,"Up",0.718012010548119,0.866526943303234
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY",22,"Down",0.718913480691858,0.866526943303234
"REACTOME_PROSTANOID_LIGAND_RECEPTORS",9,"Down",0.719443792013738,0.866526943303234
"REACTOME_ION_CHANNEL_TRANSPORT",173,"Up",0.719804253700097,0.866526943303234
"REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS",14,"Down",0.727825935020775,0.875134417677674
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",29,"Down",0.731223318370777,0.876551713013329
"REACTOME_PHYSIOLOGICAL_FACTORS",7,"Up",0.731470936913708,0.876551713013329
"REACTOME_REELIN_SIGNALLING_PATHWAY",5,"Up",0.731833631601316,0.876551713013329
"REACTOME_SIGNALING_BY_HIPPO",20,"Up",0.732496899619705,0.876551713013329
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX",31,"Up",0.735514580245545,0.878087494714839
"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES",55,"Up",0.738558645416624,0.878087494714839
"REACTOME_INSULIN_RECEPTOR_RECYCLING",30,"Up",0.73937266504483,0.878087494714839
"REACTOME_HS_GAG_BIOSYNTHESIS",29,"Down",0.739785425353985,0.878087494714839
"REACTOME_ELASTIC_FIBRE_FORMATION",39,"Down",0.739960341174958,0.878087494714839
"REACTOME_VASOPRESSIN_LIKE_RECEPTORS",6,"Down",0.739960706105111,0.878087494714839
"REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI",5,"Down",0.740288840022635,0.878087494714839
"REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES",66,"Down",0.741477957131984,0.878087494714839
"REACTOME_DNA_DAMAGE_BYPASS",47,"Up",0.741651589161537,0.878087494714839
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",27,"Up",0.743687022675045,0.878560148031905
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4",15,"Up",0.744972828257628,0.878560148031905
"REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE",5,"Up",0.745394590775498,0.878560148031905
"REACTOME_NEDDYLATION",224,"Up",0.745593560900079,0.878560148031905
"REACTOME_INTERLEUKIN_9_SIGNALING",6,"Up",0.746426101863759,0.878560148031905
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",210,"Up",0.750198992026379,0.881966964864735
"REACTOME_METABOLISM_OF_COFACTORS",15,"Down",0.753552664061177,0.884873537681195
"REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS",7,"Down",0.759893182483301,0.890413147402532
"REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY",42,"Up",0.760043891756942,0.890413147402532
"REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS",14,"Down",0.763196053490572,0.893063913408548
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6",23,"Up",0.76681130378211,0.89624976600377
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1",16,"Up",0.770327223849734,0.898661120237045
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL",15,"Up",0.77066456625906,0.898661120237045
"REACTOME_NOD1_2_SIGNALING_PATHWAY",31,"Up",0.773515274935265,0.900938904913
"REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION",10,"Up",0.774830867640173,0.90142548216771
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",103,"Down",0.777813243942772,0.901714696156933
"REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION",8,"Up",0.778301198533717,0.901714696156933
"REACTOME_SIGNALING_BY_RETINOIC_ACID",41,"Down",0.778360522353962,0.901714696156933
"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",77,"Up",0.778671953753049,0.901714696156933
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",32,"Up",0.779994521289889,0.902205644441301
"REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K",12,"Up",0.783234042171935,0.904045657665655
"REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM",14,"Down",0.783655269984252,0.904045657665655
"REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES",73,"Up",0.784395132010211,0.904045657665655
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",18,"Down",0.785729497360082,0.904045657665655
"REACTOME_ADRENOCEPTORS",9,"Up",0.786087509105694,0.904045657665655
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS",10,"Up",0.78964955616421,0.907103151474676
"REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING",11,"Up",0.791217112805073,0.907865121435764
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",107,"Down",0.795042772774277,0.91105636048382
"REACTOME_LIPID_PARTICLE_ORGANIZATION",6,"Down",0.796025290089645,0.91105636048382
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",241,"Down",0.796720602096408,0.91105636048382
"REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS",70,"Up",0.798493644146271,0.912045072494717
"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES",18,"Up",0.799435326779064,0.912083031916114
"REACTOME_MET_ACTIVATES_RAP1_AND_RAC1",11,"Down",0.800554166199917,0.912322795533163
"REACTOME_SIGNALING_BY_FGFR",76,"Down",0.802270213414692,0.913241830236226
"REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA",7,"Down",0.808564645823282,0.917245572973071
"REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION",22,"Down",0.808777397353606,0.917245572973071
"REACTOME_ABACAVIR_ADME",6,"Down",0.809347400368751,0.917245572973071
"REACTOME_VISUAL_PHOTOTRANSDUCTION",90,"Down",0.809601601146024,0.917245572973071
"REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS",86,"Up",0.810457016728811,0.917245572973071
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",1275,"Down",0.811268992828772,0.917245572973071
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",118,"Down",0.812552153966349,0.917550178240452
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",117,"Up",0.813366193858568,0.917550178240452
"REACTOME_RNA_POLYMERASE_II_PROMOTER_ESCAPE",46,"Down",0.814286033808835,0.917556877602772
"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT",67,"Down",0.821704074813776,0.923135199440422
"REACTOME_DEADENYLATION_OF_MRNA",23,"Up",0.82189743342489,0.923135199440422
"REACTOME_PEPTIDE_HORMONE_METABOLISM",63,"Up",0.823246571937345,0.923135199440422
"REACTOME_PHENYLALANINE_METABOLISM",6,"Up",0.825422846937664,0.923135199440422
"REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL",8,"Down",0.826160854573399,0.923135199440422
"REACTOME_DOPAMINE_RECEPTORS",5,"Down",0.826993076157079,0.923135199440422
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS",10,"Down",0.828507422297555,0.923135199440422
"REACTOME_SIGNALING_BY_MET",69,"Up",0.828521708488799,0.923135199440422
"REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9",5,"Up",0.82921011077,0.923135199440422
"REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS",20,"Down",0.830340645114436,0.923135199440422
"REACTOME_MET_RECEPTOR_ACTIVATION",6,"Down",0.8313791479902,0.923135199440422
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",24,"Up",0.831787541320722,0.923135199440422
"REACTOME_CELLULAR_HEXOSE_TRANSPORT",19,"Down",0.832858995349554,0.923135199440422
"REACTOME_STIMULI_SENSING_CHANNELS",98,"Up",0.834338514719751,0.923135199440422
"REACTOME_REGULATION_OF_INSULIN_SECRETION",61,"Up",0.834351172834621,0.923135199440422
"REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB",5,"Up",0.836553554094575,0.923135199440422
"REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS",7,"Down",0.836954780115425,0.923135199440422
"REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION",12,"Up",0.837182119557434,0.923135199440422
"REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION",7,"Up",0.837605385617111,0.923135199440422
"REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1",10,"Down",0.837625664034088,0.923135199440422
"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS",27,"Down",0.841004369130363,0.925267138943731
"REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS",39,"Up",0.841403284716759,0.925267138943731
"REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING",13,"Down",0.843164107353954,0.926189019456641
"REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS",5,"Up",0.847294888689798,0.929010271293235
"REACTOME_SURFACTANT_METABOLISM",22,"Down",0.847583076199804,0.929010271293235
"REACTOME_LAMININ_INTERACTIONS",11,"Down",0.851047453233199,0.93156620190806
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER",26,"Down",0.851770690589242,0.93156620190806
"REACTOME_PROPIONYL_COA_CATABOLISM",5,"Down",0.853768372103722,0.932734978881542
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION",9,"Up",0.859405300819897,0.937391406692254
"REACTOME_MITOPHAGY",29,"Down",0.859897893987615,0.937391406692254
"REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK",45,"Down",0.861777959195046,0.938421985934735
"REACTOME_SIGNALLING_TO_ERKS",26,"Up",0.864111463838111,0.938909288120913
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX",54,"Down",0.864779029515475,0.938909288120913
"REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS",11,"Down",0.86607030374689,0.938909288120913
"REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS",8,"Down",0.866440579744472,0.938909288120913
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX",23,"Up",0.866901304868612,0.938909288120913
"REACTOME_SIGNALING_BY_BMP",31,"Down",0.868364366597707,0.939480413862174
"REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR",7,"Down",0.8725238475827,0.940677312717553
"REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI",5,"Down",0.873029310066095,0.940677312717553
"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",13,"Up",0.87308183404991,0.940677312717553
"REACTOME_P75NTR_REGULATES_AXONOGENESIS",9,"Up",0.87321838192506,0.940677312717553
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION",34,"Down",0.876464491952824,0.943162218564453
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS",18,"Up",0.879119121964223,0.944494198832202
"REACTOME_REGULATION_OF_TP53_DEGRADATION",35,"Down",0.880000696206927,0.944494198832202
"REACTOME_INSULIN_PROCESSING",12,"Down",0.880524472218069,0.944494198832202
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2",127,"Up",0.881841569497389,0.944897476814705
"REACTOME_MITOCHONDRIAL_UNCOUPLING",6,"Up",0.882987660316381,0.945116856031606
"REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY",21,"Up",0.885842630824728,0.945600503920996
"REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS",5,"Up",0.885873895673822,0.945600503920996
"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1",43,"Down",0.886357149495602,0.945600503920996
"REACTOME_PHOSPHOLIPID_METABOLISM",190,"Up",0.887206847304361,0.945600503920996
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",48,"Up",0.894962780024172,0.952855388276
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION",29,"Down",0.896126823822501,0.95308403720105
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER",80,"Down",0.897977812060986,0.953978303459794
"REACTOME_TRANSPORT_OF_FATTY_ACIDS",6,"Up",0.898868003060722,0.953978303459794
"REACTOME_SIGNALING_BY_ERYTHROPOIETIN",17,"Up",0.910114653183155,0.963817605163589
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",23,"Up",0.911337007201375,0.963817605163589
"REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS",8,"Up",0.911500525858029,0.963817605163589
"REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES",11,"Down",0.911978809666743,0.963817605163589
"REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS",10,"Up",0.91330773298106,0.964207112421645
"REACTOME_INTEGRIN_SIGNALING",27,"Down",0.915205953387891,0.965196194539331
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS",37,"Up",0.918330760014897,0.966727077730166
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER",42,"Down",0.918583298958743,0.966727077730166
"REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS",77,"Down",0.920455060866769,0.967185595774083
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS",61,"Up",0.920945646972135,0.967185595774083
"REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION",13,"Down",0.924175820297147,0.967577092928781
"REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES",16,"Down",0.924941293492738,0.967577092928781
"REACTOME_GPCR_LIGAND_BINDING",401,"Up",0.925039264819501,0.967577092928781
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES",43,"Down",0.926424205494614,0.967577092928781
"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION",37,"Down",0.927755883014078,0.967577092928781
"REACTOME_SIGNALING_BY_PTK6",48,"Down",0.928054473997529,0.967577092928781
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING",21,"Down",0.928064482560175,0.967577092928781
"REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN",11,"Up",0.930821515403838,0.969444814798188
